"x1","y1"
-0.00286878582220882,-1.1671395599003
0.0196959024690984,-0.937870682237299
0.0057058484317432,-0.864011363776844
-0.00578199257192336,-0.800210812590463
-0.0375186295137587,-0.727145157657438
-0.0535148759512012,-0.643141681903594
-0.0878597986364835,-0.561257522397582
-0.117628421015654,-0.447018773171445
-0.0758435054446706,-0.28043863081588
-0.0658801356496307,-0.208678403729063
-0.0524396691104849,-0.141061898843078
-0.0730882282383702,0.0159729747677617
-0.0725589422463938,0.0593836289002046
-0.0656832630176327,0.130404412180258
-0.0621215797789586,0.186071746575462
-0.0672321095758146,0.260219014598191
-0.0948646290347145,0.354188399402116
-0.0853573993592309,0.468963843584323
-0.079186391440843,0.535487370007725
-0.0696013735910993,0.619176431048803
-0.059604764206485,0.695054988176571
-0.0681994488766134,0.788936348628631
-0.0707242075448025,0.918212051592265
-0.0752956416503575,0.968849017667259
-0.0864624590894922,1.07073179000234
-0.103172683832627,1.14056927623378
-0.370488536809841,1.39478126400612
-0.272696041456109,1.38246218354041
-0.137256697436162,1.38139169902727
0.0497583660901575,1.39619532293847
0.266340055182921,1.37520479071564
0.402737645687528,1.39029805744018
0.570225763889188,1.34976716051593
0.78338660575413,1.33820269069057
0.915359552117282,1.29288605944871
1.04494338384268,1.30604923339994
1.09608892401776,1.2757092785086
1.27241966019212,1.21571903445373
1.39468424631447,1.16104434734273
1.61208135663625,1.14757908096574
1.67499378424624,1.11088806735728
1.7921052883444,0.968571716193258
1.92061058578936,0.902664785698939
2.00325510562988,0.704273131071281
2.09475324228414,0.584052130338524
2.16068592662282,0.430208627841826
2.28154316340694,0.29545637688055
2.37133934325299,0.152427298710292
2.37484292812247,0.0585000044312776
2.3670734496664,-0.0401339634294694
2.34475755560404,-0.123389903617285
2.34421767320913,-0.216368556888
2.23191170374276,-0.302956870966984
2.11630626677223,-0.39242891994296
1.98414652862142,-0.467542458149023
1.90234269898934,-0.594043626571541
1.77329080099986,-0.698868921620088
1.69079947899349,-0.765175117505141
1.5487672832001,-0.858342882058728
1.4329075593573,-0.924856238493875
1.26963211552216,-1.0024663841776
1.07705803491458,-1.10445386865683
0.953957327859892,-1.15555564036779
0.817825543508366,-1.20135339576044
0.631816033223399,-1.2533313295957
0.498644111822557,-1.26922343467404
0.321396438552021,-1.29059455204047
0.241138818608763,-1.2602550050217
0.111125194410568,-1.22075768121513
-0.00286878582220882,-1.1671395599003
